time_s,policy_step,substep,physics_step,raw_action,processed_action_rad,processed_action_deg,joint_pos_target_rad,joint_pos_target_deg,actuator_force_pre_nm,actuator_force_post_nm,qfrc_actuator_pre_nm,qfrc_actuator_post_nm,cylinder_q_pre_rad,cylinder_q_pre_deg,cylinder_q_post_rad,cylinder_q_post_deg,cylinder_qd_pre_rad_s,cylinder_qd_pre_deg_s,cylinder_qd_post_rad_s,cylinder_qd_post_deg_s,tracking_error_pre_rad,tracking_error_pre_deg,tracking_error_post_rad,tracking_error_post_deg,pole_q_pre_rad,pole_q_pre_deg,pole_q_post_rad,pole_q_post_deg,pole_qd_pre_rad_s,pole_qd_pre_deg_s,pole_qd_post_rad_s,pole_qd_post_deg_s,pole_lift_pre_deg,pole_lift_post_deg,reward,done
3.235000,161,3,647,-0.06292149,-0.09883685,-5.662935,-0.09883685,-5.662935,-5.05953264,-4.16393757,-5.05953264,-4.16393757,0.74434525,42.647841,0.65295482,37.411555,-17.21012688,-986.067635,-18.27808571,-1047.257169,-0.84318210,-48.310776,-0.75179167,-43.074490,1.06055939,60.765577,1.08897483,62.393662,5.30577946,303.998770,5.68307734,325.616346,60.765577,62.393662,0.24055363,0
3.240000,162,0,648,0.49705249,0.78076828,44.734727,0.78076828,44.734727,-3.27262020,3.76422071,-3.27262020,3.76422071,0.65295482,37.411555,0.56916195,32.610578,-18.27808571,-1047.257169,-16.75857544,-960.195643,0.12781346,7.323172,0.21160632,12.124149,1.08897483,62.393662,1.11552882,63.915093,5.68307734,325.616346,5.31080484,304.286703,62.393662,63.915093,0.24286835,0
3.245000,162,1,649,0.49705249,0.78076828,44.734727,0.78076828,44.734727,3.76422071,4.20663691,3.76422071,4.20663691,0.56916195,32.610578,0.49355733,28.278752,-16.75857544,-960.195643,-15.12092686,-866.365291,0.21160632,12.124149,0.28721094,16.455975,1.11552882,63.915093,1.13955116,65.291472,5.31080484,304.286703,4.80445766,275.275147,63.915093,65.291472,0.24286835,0
3.250000,162,2,650,0.49705249,0.78076828,44.734727,0.78076828,44.734727,4.20663691,4.56582642,4.20663691,4.56582642,0.49355733,28.278752,0.42658687,24.441627,-15.12092686,-866.365291,-13.39409447,-767.425083,0.28721094,16.455975,0.35418141,20.293100,1.13955116,65.291472,1.16047442,66.490286,4.80445766,275.275147,4.18464041,239.762234,65.291472,66.490286,0.24286835,0
3.255000,162,3,651,0.49705249,0.78076828,44.734727,0.78076828,44.734727,4.56582642,4.84256554,4.56582642,4.84256554,0.42658687,24.441627,0.36855567,21.116684,-13.39409447,-767.425083,-11.60624123,-664.988638,0.35418141,20.293100,0.41221261,23.618043,1.16047442,66.490286,1.17783749,67.485117,4.18464041,239.762234,3.47260499,198.965610,66.490286,67.485117,0.24286835,0
3.260000,163,0,652,0.41806024,0.65668750,37.625422,0.65668750,37.625422,5.03863716,4.04599094,5.03863716,4.04599094,0.36855567,21.116684,0.31802586,18.221539,-11.60624123,-664.988638,-10.10596371,-579.029068,0.28813183,16.508738,0.33866164,19.403883,1.17783749,67.485117,1.19167805,68.278123,3.47260499,198.965610,2.76811457,158.601282,67.485117,68.278123,0.21027814,0
3.265000,163,1,653,0.41806024,0.65668750,37.625422,0.65668750,37.625422,4.04599094,4.22518778,4.04599094,4.22518778,0.31802586,18.221539,0.27516389,15.765730,-10.10596371,-579.029068,-8.57239437,-491.162018,0.33866164,19.403883,0.38152361,21.859693,1.19167805,68.278123,1.20173657,68.854434,2.76811457,158.601282,2.01169944,115.261887,68.278123,68.854434,0.21027814,0
3.270000,163,2,654,0.41806024,0.65668750,37.625422,0.65668750,37.625422,4.22518778,4.33804798,4.22518778,4.33804798,0.27516389,15.765730,0.24002653,13.752507,-8.57239437,-491.162018,-7.02747107,-402.644433,0.38152361,21.859693,0.41666096,23.872915,1.20173657,68.854434,1.20781815,69.202882,2.01169944,115.261887,1.21631551,69.689745,68.854434,69.202882,0.21027814,0
3.275000,163,3,655,0.41806024,0.65668750,37.625422,0.65668750,37.625422,4.33804798,4.38740826,4.33804798,4.38740826,0.24002653,13.752507,0.21256730,12.179209,-7.02747107,-402.644433,-5.49184799,-314.659712,0.41666096,23.872915,0.44412020,25.446213,1.20781815,69.202882,1.20981717,69.317418,1.21631551,69.689745,0.39980292,22.907020,69.202882,69.317418,0.21027814,0
3.280000,164,0,656,1.06009626,1.66519535,95.408665,1.66519535,95.408665,4.37673903,10.00000000,4.37673903,10.00000000,0.21256730,12.179209,0.20259880,11.608056,-5.49184799,-314.659712,-1.99369955,-114.230570,1.45262805,83.229456,1.46259655,83.800609,1.20981717,69.317418,1.20538175,69.063287,0.39980292,22.907020,-0.88707525,-50.825668,69.317418,69.063287,0.24571496,0
3.285000,164,1,657,1.06009626,1.66519535,95.408665,1.66519535,95.408665,10.00000000,10.00000000,10.00000000,10.00000000,0.20259880,11.608056,0.20982382,12.022019,-1.99369955,-114.230570,1.44500458,82.792664,1.46259655,83.800609,1.45537153,83.386646,1.20538175,69.063287,1.19437242,68.432499,-0.88707525,-50.825668,-2.20186901,-126.157801,69.063287,68.432499,0.24571496,0
3.290000,164,2,658,1.06009626,1.66519535,95.408665,1.66519535,95.408665,10.00000000,10.00000000,10.00000000,10.00000000,0.20982382,12.022019,0.23395209,13.404467,1.44500458,82.792664,4.82565355,276.489582,1.45537153,83.386646,1.43124326,82.004198,1.19437242,68.432499,1.17677164,67.424048,-2.20186901,-126.157801,-3.52015901,-201.690254,68.432499,67.424048,0.24571496,0
3.295000,164,3,659,1.06009626,1.66519535,95.408665,1.66519535,95.408665,10.00000000,10.00000000,10.00000000,10.00000000,0.23395209,13.404467,0.27470022,15.739163,4.82565355,276.489582,8.14962673,466.939216,1.43124326,82.004198,1.39049512,79.669502,1.17677164,67.424048,1.15269089,66.044323,-3.52015901,-201.690254,-4.81614304,-275.944669,67.424048,66.044323,0.24571496,0
3.300000,165,0,660,1.49636674,2.35048747,134.673012,2.35048747,134.673012,9.90151691,10.00000000,9.90151691,10.00000000,0.27470022,15.739163,0.33179164,19.010261,8.14962673,466.939216,11.41828060,654.219288,2.07578725,118.933848,2.01869583,115.662751,1.15269089,66.044323,1.12239230,64.308342,-4.81614304,-275.944669,-6.05971766,-347.196247,66.044323,64.308342,0.23149888,0
3.305000,165,1,661,1.49636674,2.35048747,134.673012,2.35048747,134.673012,10.00000000,10.00000000,10.00000000,10.00000000,0.33179164,19.010261,0.40495628,23.202286,11.41828060,654.219288,14.63292789,838.405010,2.01869583,115.662751,1.94553119,111.470726,1.12239230,64.308342,1.08631980,62.241540,-6.05971766,-347.196247,-7.21450710,-413.360808,64.308342,62.241540,0.23149888,0
3.310000,165,2,662,1.49636674,2.35048747,134.673012,2.35048747,134.673012,10.00000000,10.00000000,10.00000000,10.00000000,0.40495628,23.202286,0.49393028,28.300120,14.63292789,838.405010,17.79479790,1019.566817,1.94553119,111.470726,1.85655719,106.372891,1.08631980,62.241540,1.04513383,59.881757,-7.21450710,-413.360808,-8.23720360,-471.957001,62.241540,59.881757,0.23149888,0
3.315000,165,3,663,1.49636674,2.35048747,134.673012,2.35048747,134.673012,10.00000000,10.00000000,10.00000000,10.00000000,0.49393028,28.300120,0.59845519,34.288957,17.79479790,1019.566817,20.90498543,1197.767436,1.85655719,106.372891,1.75203228,100.384055,1.04513383,59.881757,0.99974132,57.280958,-8.23720360,-471.957001,-9.07849884,-520.159668,59.881757,57.280958,0.23149888,0
3.320000,166,0,664,0.48072842,0.75512648,43.265560,0.75512648,43.265560,10.00000000,-1.88237762,10.00000000,-1.88237762,0.59845519,34.288957,0.69826233,40.007485,20.90498543,1197.767436,19.96142578,1143.705450,0.15667129,8.976603,0.05686414,3.258075,0.99974132,57.280958,0.95828193,54.905510,-9.07849884,-520.159668,-8.29187679,-475.089544,57.280958,54.905510,0.20418549,0
3.325000,166,1,665,0.48072842,0.75512648,43.265560,0.75512648,43.265560,-1.88237762,-2.53930092,-1.88237762,-2.53930092,0.69826233,40.007485,0.79235667,45.398693,19.96142578,1143.705450,18.81886673,1078.241639,0.05686414,3.258075,-0.03723019,-2.133133,0.95828193,54.905510,0.92102230,52.770690,-8.29187679,-475.089544,-7.45192242,-426.963704,54.905510,52.770690,0.20418549,0
3.330000,166,2,666,0.48072842,0.75512648,43.265560,0.75512648,43.265560,-2.53930092,-3.12067127,-2.53930092,-3.12067127,0.79235667,45.398693,0.87988144,50.413493,18.81886673,1078.241639,17.50495148,1002.959840,-0.03723019,-2.133133,-0.12475497,-7.147933,0.92102230,52.770690,0.88807118,50.882730,-7.45192242,-426.963704,-6.59022188,-377.591900,52.770690,50.882730,0.20418549,0
3.335000,166,3,667,0.48072842,0.75512648,43.265560,0.75512648,43.265560,-3.12067127,-3.62378216,-3.12067127,-3.62378216,0.87988144,50.413493,0.96012080,55.010869,17.50495148,1002.959840,16.04786491,919.474930,-0.12475497,-7.147933,-0.20499432,-11.745309,0.88807118,50.882730,0.85940301,49.240166,-6.59022188,-377.591900,-5.73363209,-328.512920,50.882730,49.240166,0.20418549,0
3.340000,167,0,668,-0.41281220,-0.64844394,-37.153101,-0.64844394,-37.153101,-4.04713440,-10.00000000,-4.04713440,-10.00000000,0.96012080,55.010869,1.02193642,58.552644,16.04786491,919.474930,12.36311531,708.354329,-1.60856473,-92.163970,-1.67038035,-95.705744,0.85940301,49.240166,0.83932805,48.089955,-5.73363209,-328.512920,-4.01498747,-230.041837,49.240166,48.089955,0.14376412,0
3.345000,167,1,669,-0.41281220,-0.64844394,-37.153101,-0.64844394,-37.153101,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.02193642,58.552644,1.06563425,61.056345,12.36311531,708.354329,8.73955727,500.739746,-1.67038035,-95.705744,-1.71407819,-98.209446,0.83932805,48.089955,0.82673317,47.368322,-4.01498747,-230.041837,-2.51897097,-144.326405,48.089955,47.368322,0.14376412,0
3.350000,167,2,670,-0.41281220,-0.64844394,-37.153101,-0.64844394,-37.153101,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.06563425,61.056345,1.09151876,62.539418,8.73955727,500.739746,5.17690563,296.614844,-1.71407819,-98.209446,-1.73996270,-99.692519,0.82673317,47.368322,0.82069725,47.022489,-2.51897097,-144.326405,-1.20718157,-69.166409,47.368322,47.022489,0.14376412,0
3.355000,167,3,671,-0.41281220,-0.64844394,-37.153101,-0.64844394,-37.153101,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.09151876,62.539418,1.09989202,63.019171,5.17690563,296.614844,1.67464256,95.949951,-1.73996270,-99.692519,-1.74833596,-100.172272,0.82069725,47.022489,0.82056332,47.014815,-1.20718157,-69.166409,-0.02678747,-1.534809,47.022489,47.014815,0.14376412,0
3.360000,168,0,672,-1.61143088,-2.53122973,-145.028781,-2.53122973,-145.028781,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.09989202,63.019171,1.09105277,62.512719,1.67464256,95.949951,-1.76785922,-101.290872,-3.63112175,-208.047951,-3.62228251,-207.541500,0.82056332,47.014815,0.82590467,47.320852,-0.02678747,-1.534809,1.06826580,61.207121,47.014815,47.320852,0.20042208,0
3.365000,168,1,673,-1.61143088,-2.53122973,-145.028781,-2.53122973,-145.028781,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.09105277,62.512719,1.06529629,61.036981,-1.76785922,-101.290872,-5.15130138,-295.147828,-3.62228251,-207.541500,-3.59652603,-206.065762,0.82590467,47.320852,0.83651721,47.928906,1.06826580,61.207121,2.12251091,121.610917,47.320852,47.928906,0.20042208,0
3.370000,168,2,674,-1.61143088,-2.53122973,-145.028781,-2.53122973,-145.028781,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.06529629,61.036981,1.02291429,58.608672,-5.15130138,-295.147828,-8.47641182,-485.662623,-3.59652603,-206.065762,-3.55414402,-203.637452,0.83651721,47.928906,0.85240793,48.839377,2.12251091,121.610917,3.17814708,182.094414,47.928906,48.839377,0.20042208,0
3.375000,168,3,675,-1.61143088,-2.53122973,-145.028781,-2.53122973,-145.028781,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.02291429,58.608672,0.96419477,55.244291,-8.47641182,-485.662623,-11.74390697,-672.876305,-3.55414402,-203.637452,-3.49542451,-200.273072,0.85240793,48.839377,0.87377888,50.063842,3.17814708,182.094414,4.27418470,244.892744,48.839377,50.063842,0.20042208,0
3.380000,169,0,676,-0.14842960,-0.23315269,-13.358665,-0.23315269,-13.358665,-10.00000000,-7.81719351,-10.00000000,-7.81719351,0.96419477,55.244291,0.89374840,51.208011,-11.74390697,-672.876305,-14.08926964,-807.255687,-1.19734746,-68.602956,-1.12690109,-64.566676,0.87377888,50.063842,0.89921629,51.521299,4.27418470,244.892744,5.08748817,291.491601,50.063842,51.521299,0.22946012,0
3.385000,169,1,677,-0.14842960,-0.23315269,-13.358665,-0.23315269,-13.358665,-7.81719351,-6.90181828,-7.81719351,-6.90181828,0.89374840,51.208011,0.81325650,46.596165,-14.08926964,-807.255687,-16.09838104,-922.369291,-1.12690109,-64.566676,-1.04640919,-59.954830,0.89921629,51.521299,0.92848301,53.198158,5.08748817,291.491601,5.85334253,335.371823,51.521299,53.198158,0.22946012,0
3.390000,169,2,678,-0.14842960,-0.23315269,-13.358665,-0.23315269,-13.358665,-6.90181828,-5.95651627,-6.90181828,-5.95651627,0.81325650,46.596165,0.72442138,41.506288,-16.09838104,-922.369291,-17.76702690,-1017.975656,-1.04640919,-59.954830,-0.95757407,-54.864953,0.92848301,53.198158,0.96132666,55.079960,5.85334253,335.371823,6.56872988,376.360499,53.198158,55.079960,0.22946012,0
3.395000,169,3,679,-0.14842960,-0.23315269,-13.358665,-0.23315269,-13.358665,-5.95651627,-4.99553871,-5.95651627,-4.99553871,0.72442138,41.506288,0.62894267,36.035760,-17.76702690,-1017.975656,-19.09574318,-1094.105491,-0.95757407,-54.864953,-0.86209536,-49.394425,0.96132666,55.079960,0.99744433,57.149351,6.56872988,376.360499,7.22353554,413.878099,55.079960,57.149351,0.22946012,0
3.400000,170,0,680,0.51690787,0.81195700,46.521709,0.81195700,46.521709,-4.03240108,4.32847595,-4.03240108,4.32847595,0.62894267,36.035760,0.54205489,31.057458,-19.09574318,-1094.105491,-17.37755966,-995.660827,0.18301433,10.485949,0.26990211,15.464252,0.99744433,57.149351,1.03171802,59.113088,7.22353554,413.878099,6.85474730,392.748090,57.149351,59.113088,0.24159558,0
3.405000,170,1,681,0.51690787,0.81195700,46.521709,0.81195700,46.521709,4.32847595,4.76585102,4.32847595,4.76585102,0.54205489,31.057458,0.46432364,26.603785,-17.37755966,-995.660827,-15.54625034,-890.734532,0.26990211,15.464252,0.34763336,19.917924,1.03171802,59.113088,1.06333041,60.924345,6.85474730,392.748090,6.32248020,362.251432,59.113088,60.924345,0.24159558,0
3.410000,170,2,682,0.51690787,0.81195700,46.521709,0.81195700,46.521709,4.76585102,5.11300468,4.76585102,5.11300468,0.46432364,26.603785,0.39615843,22.698206,-15.54625034,-890.734532,-13.63304234,-781.115788,0.34763336,19.917924,0.41579857,23.823503,1.06333041,60.924345,1.09159577,62.543830,6.32248020,362.251432,5.65306950,323.897023,60.924345,62.543830,0.24159558,0
3.415000,170,3,683,0.51690787,0.81195700,46.521709,0.81195700,46.521709,5.11300468,5.37134504,5.11300468,5.37134504,0.39615843,22.698206,0.33781800,19.355545,-13.63304234,-781.115788,-11.66808605,-668.532086,0.41579857,23.823503,0.47413900,27.166164,1.09159577,62.543830,1.11596692,63.940194,5.65306950,323.897023,4.87422419,279.272474,62.543830,63.940194,0.24159558,0
3.420000,171,0,684,0.45725304,0.71825141,41.152774,0.71825141,41.152774,5.54332495,4.79368019,5.54332495,4.79368019,0.33781800,19.355545,0.28820258,16.512792,-11.66808605,-668.532086,-9.92308235,-568.550739,0.38043341,21.797229,0.43004882,24.639983,1.11596692,63.940194,1.13637531,65.109509,4.87422419,279.272474,4.08168459,233.863300,63.940194,65.109509,0.21695825,0
3.425000,171,1,685,0.45725304,0.71825141,41.152774,0.71825141,41.152774,4.79368019,4.92885303,4.79368019,4.92885303,0.28820258,16.512792,0.24738616,14.174183,-9.92308235,-568.550739,-8.16328716,-467.721901,0.43004882,24.639983,0.47086525,26.978592,1.13637531,65.109509,1.15253317,66.035287,4.08168459,233.863300,3.23157001,185.155323,65.109509,66.035287,0.21695825,0
3.430000,171,2,686,0.45725304,0.71825141,41.152774,0.71825141,41.152774,4.92885303,4.99141502,4.92885303,4.99141502,0.24738616,14.174183,0.21532445,12.337182,-8.16328716,-467.721901,-6.41234255,-367.400165,0.47086525,26.978592,0.50292696,28.815592,1.15253317,66.035287,1.16424525,66.706339,3.23157001,185.155323,2.34241796,134.210663,66.035287,66.706339,0.21695825,0
3.435000,171,3,687,0.45725304,0.71825141,41.152774,0.71825141,41.152774,4.99141502,4.98526716,4.99141502,4.98526716,0.21532445,12.337182,0.19186336,10.992961,-6.41234255,-367.400165,-4.69221783,-268.844278,0.50292696,28.815592,0.52638805,30.159814,1.16424525,66.706339,1.17139685,67.116096,2.34241796,134.210663,1.43032420,81.951540,66.706339,67.116096,0.21695825,0
3.440000,172,0,688,1.16651237,1.83235335,104.986114,1.83235335,104.986114,4.91493702,10.00000000,4.91493702,10.00000000,0.19186336,10.992961,0.18583079,10.647320,-4.69221783,-268.844278,-1.20651388,-69.128153,1.64049000,93.993153,1.64652257,94.338794,1.17139685,67.116096,1.17169845,67.133376,1.43032420,81.951540,0.06031279,3.455668,67.116096,67.133376,0.23888642,0
3.445000,172,1,689,1.16651237,1.83235335,104.986114,1.83235335,104.986114,10.00000000,10.00000000,10.00000000,10.00000000,0.18583079,10.647320,0.19692922,11.283213,-1.20651388,-69.128153,2.21968722,127.178710,1.64652257,94.338794,1.63542414,93.702901,1.17169845,67.133376,1.16509199,66.754854,0.06031279,3.455668,-1.32128870,-75.704266,67.133376,66.754854,0.23888642,0
3.450000,172,2,690,1.16651237,1.83235335,104.986114,1.83235335,104.986114,10.00000000,10.00000000,10.00000000,10.00000000,0.19692922,11.283213,0.22486831,12.884005,2.21968722,127.178710,5.58782053,320.158533,1.63542414,93.702901,1.60748504,92.102108,1.16509199,66.754854,1.15165162,65.984777,-1.32128870,-75.704266,-2.68808365,-154.015848,66.754854,65.984777,0.23888642,0
3.455000,172,3,691,1.16651237,1.83235335,104.986114,1.83235335,104.986114,10.00000000,10.00000000,10.00000000,10.00000000,0.22486831,12.884005,0.26936474,15.433463,5.58782053,320.158533,8.89928913,509.891708,1.60748504,92.102108,1.56298861,89.552651,1.15165162,65.984777,1.13158596,64.835099,-2.68808365,-154.015848,-4.01312447,-229.935095,65.984777,64.835099,0.23888642,0
3.460000,173,0,692,1.46233177,2.29702544,131.609863,2.29702544,131.609863,10.00000000,10.00000000,10.00000000,10.00000000,0.26936474,15.433463,0.33014202,18.915744,8.89928913,509.891708,12.15545750,696.456413,2.02766070,116.176400,1.96688342,112.694119,1.13158596,64.835099,1.10525620,63.326516,-4.01312447,-229.935095,-5.26595497,-301.716995,64.835099,63.326516,0.23017679,0
3.465000,173,1,693,1.46233177,2.29702544,131.609863,2.29702544,131.609863,10.00000000,10.00000000,10.00000000,10.00000000,0.33014202,18.915744,0.40693015,23.315380,12.15545750,696.456413,15.35762405,879.927042,1.96688342,112.694119,1.89009529,108.294483,1.10525620,63.326516,1.07320309,61.490007,-5.26595497,-301.716995,-6.41061306,-367.301072,63.326516,61.490007,0.23017679,0
3.470000,173,2,694,1.46233177,2.29702544,131.609863,2.29702544,131.609863,10.00000000,10.00000000,10.00000000,10.00000000,0.40693015,23.315380,0.49946511,28.617243,15.35762405,879.927042,18.50699043,1060.372443,1.89009529,108.294483,1.79756033,102.992621,1.07320309,61.490007,1.03617847,59.368653,-6.41061306,-367.301072,-7.40493155,-424.271325,61.490007,59.368653,0.23017679,0
3.475000,173,3,695,1.46233177,2.29702544,131.609863,2.29702544,131.609863,10.00000000,10.00000000,10.00000000,10.00000000,0.49946511,28.617243,0.60748821,34.806511,18.50699043,1060.372443,21.60461807,1237.853434,1.79756033,102.992621,1.68953723,96.803352,1.03617847,59.368653,0.99517179,57.019143,-7.40493155,-424.271325,-8.20134068,-469.902207,59.368653,57.019143,0.23017679,0
3.480000,174,0,696,0.42583770,0.66890430,38.325394,0.66890430,38.325394,10.00000000,-2.74936390,10.00000000,-2.74936390,0.60748821,34.806511,0.70932639,40.641408,21.60461807,1237.853434,20.36763954,1166.979784,0.06141609,3.518883,-0.04042208,-2.316015,0.99517179,57.019143,0.95893657,54.943018,-8.20134068,-469.902207,-7.24704075,-415.224849,57.019143,54.943018,0.20210916,0
3.485000,174,1,697,0.42583770,0.66890430,38.325394,0.66890430,38.325394,-2.74936390,-3.37852287,-2.74936390,-3.37852287,0.70932639,40.641408,0.80405271,46.068827,20.36763954,1166.979784,18.94526482,1085.483716,-0.04042208,-2.316015,-0.13514841,-7.743433,0.95893657,54.943018,0.92756391,53.145497,-7.24704075,-415.224849,-6.27453136,-359.504166,54.943018,53.145497,0.20210916,0
3.490000,174,2,698,0.42583770,0.66890430,38.325394,0.66890430,38.325394,-3.37852287,-3.92297745,-3.37852287,-3.92297745,0.80405271,46.068827,0.89089274,51.044394,18.94526482,1085.483716,17.36801338,995.113865,-0.13514841,-7.743433,-0.22198844,-12.719001,0.92756391,53.145497,0.90098572,51.622679,-6.27453136,-359.504166,-5.31563330,-304.563353,53.145497,51.622679,0.20210916,0
3.495000,174,3,699,0.42583770,0.66890430,38.325394,0.66890430,38.325394,-3.92297745,-4.38110924,-3.92297745,-4.38110924,0.89089274,51.044394,0.96922541,55.532525,17.36801338,995.113865,15.66653538,897.626357,-0.22198844,-12.719001,-0.30032110,-17.207132,0.90098572,51.622679,0.87900805,50.363452,-5.31563330,-304.563353,-4.39553595,-251.845658,51.622679,50.363452,0.20210916,0
3.500000,175,0,700,-0.45642585,-0.71695209,-41.078329,-0.71695209,-41.078329,-4.75254917,-10.00000000,-4.75254917,-10.00000000,0.96922541,55.532525,1.02916598,58.966867,15.66653538,897.626357,11.98811150,686.868193,-1.68617749,-96.610854,-1.74611807,-100.045196,0.87900805,50.363452,0.86521316,49.573062,-4.39553595,-251.845658,-2.75898266,-158.078062,50.363452,49.573062,0.15050285,0
3.505000,175,1,701,-0.45642585,-0.71695209,-41.078329,-0.71695209,-41.078329,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.02916598,58.966867,1.07102239,61.365063,11.98811150,686.868193,8.37127399,479.638669,-1.74611807,-100.045196,-1.78797448,-102.443391,0.86521316,49.573062,0.85846585,49.186470,-2.75898266,-158.078062,-1.34946060,-77.318397,49.573062,49.186470,0.15050285,0
3.510000,175,2,702,-0.45642585,-0.71695209,-41.078329,-0.71695209,-41.078329,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.07102239,61.365063,1.09510064,62.744645,8.37127399,479.638669,4.81565380,275.916638,-1.78797448,-102.443391,-1.81205273,-103.822973,0.85846585,49.186470,0.85782719,49.149877,-1.34946060,-77.318397,-0.12773150,-7.318476,49.186470,49.149877,0.15050285,0
3.515000,175,3,703,-0.45642585,-0.71695209,-41.078329,-0.71695209,-41.078329,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.09510064,62.744645,1.10170400,63.122990,4.81565380,275.916638,1.32066238,75.668380,-1.81205273,-103.822973,-1.81865609,-104.201318,0.85782719,49.149877,0.86262512,49.424779,-0.12773150,-7.318476,0.95958567,54.980209,49.149877,49.424779,0.15050285,0
3.520000,176,0,704,-1.60554922,-2.52199078,-144.499427,-2.52199078,-144.499427,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.10170400,63.122990,1.09113204,62.517261,1.32066238,75.668380,-2.11438704,-121.145453,-3.62369478,-207.622417,-3.61312282,-207.016688,0.86262512,49.424779,0.87242001,49.985985,0.95958567,54.980209,1.95897686,112.241107,49.424779,49.985985,0.21251509,0
3.525000,176,1,705,-1.60554922,-2.52199078,-144.499427,-2.52199078,-144.499427,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.09113204,62.517261,1.06368077,60.944419,-2.11438704,-121.145453,-5.49025345,-314.568351,-3.61312282,-207.016688,-3.58567154,-205.443846,0.87242001,49.985985,0.88699603,50.821129,1.95897686,112.241107,2.91520476,167.028929,49.985985,50.821129,0.21251509,0
3.530000,176,2,706,-1.60554922,-2.52199078,-144.499427,-2.52199078,-144.499427,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.06368077,60.944419,1.01964223,58.421197,-5.49025345,-314.568351,-8.80771542,-504.644920,-3.58567154,-205.443846,-3.54163301,-202.920624,0.88699603,50.821129,0.90634733,51.929877,2.91520476,167.028929,3.87025952,221.749536,50.821129,51.929877,0.21251509,0
3.535000,176,3,707,-1.60554922,-2.52199078,-144.499427,-2.52199078,-144.499427,-10.00000000,-10.00000000,-10.00000000,-10.00000000,1.01964223,58.421197,0.95930451,54.964100,-8.80771542,-504.644920,-12.06753922,-691.419066,-3.54163301,-202.920624,-3.48129529,-199.463527,0.90634733,51.929877,0.93065828,53.322792,3.87025952,221.749536,4.86219263,278.583117,51.929877,53.322792,0.21251509,0
3.540000,177,0,708,-0.07616857,-0.11964530,-6.855171,-0.11964530,-6.855171,-10.00000000,-6.82146740,-10.00000000,-6.82146740,0.95930451,54.964100,0.88888991,50.929640,-12.06753922,-691.419066,-14.08291721,-806.891720,-1.07894982,-61.819271,-1.00853521,-57.784811,0.93065828,53.322792,0.95799160,54.888875,4.86219263,278.583117,5.46666193,313.216657,53.322792,54.888875,0.23814188,0
3.545000,177,1,709,-0.07616857,-0.11964530,-6.855171,-0.11964530,-6.855171,-6.82146740,-5.95584393,-6.82146740,-5.95584393,0.88888991,50.929640,0.80997068,46.407901,-14.08291721,-806.891720,-15.78384972,-904.347973,-1.00853521,-57.784811,-0.92961598,-53.263072,0.95799160,54.888875,0.98809284,56.613549,5.46666193,313.216657,6.02024603,344.934689,54.888875,56.613549,0.23814188,0
3.550000,177,2,710,-0.07616857,-0.11964530,-6.855171,-0.11964530,-6.855171,-5.95584393,-5.06935024,-5.95584393,-5.06935024,0.80997068,46.407901,0.72412676,41.489407,-15.78384972,-904.347973,-17.16878128,-983.698707,-0.92961598,-53.263072,-0.84377206,-48.344578,0.98809284,56.613549,1.02068186,58.480763,6.02024603,344.934689,6.51779413,373.442096,56.613549,58.480763,0.23814188,0
3.555000,177,3,711,-0.07616857,-0.11964530,-6.855171,-0.11964530,-6.855171,-5.06935024,-4.17485905,-5.06935024,-4.17485905,0.72412676,41.489407,0.63292474,36.263916,-17.16878128,-983.698707,-18.24040413,-1045.098173,-0.84377206,-48.344578,-0.75257004,-43.119087,1.02068186,58.480763,1.05542815,60.471578,6.51779413,373.442096,6.94925976,398.163255,58.480763,60.471578,0.23814188,0
3.560000,178,0,712,0.50861198,0.79892588,45.775081,0.79892588,45.775081,-3.28449965,4.06406975,-3.28449965,4.06406975,0.63292474,36.263916,0.54981023,31.501806,-18.24040413,-1045.098173,-16.62290001,-952.422014,0.16600114,9.511165,0.24911565,14.273275,1.05542815,60.471578,1.08815467,62.346670,6.94925976,398.163255,6.54529572,375.017820,60.471578,62.346670,0.24807170,0
3.565000,178,1,713,0.50861198,0.79892588,45.775081,0.79892588,45.775081,4.06406975,4.48636055,4.06406975,4.48636055,0.54981023,31.501806,0.47533244,27.234543,-16.62290001,-952.422014,-14.89556026,-853.452737,0.24911565,14.273275,0.32359344,18.540538,1.08815467,62.346670,1.11815464,64.065542,6.54529572,375.017820,6.00000334,343.774868,62.346670,64.065542,0.24807170,0
