time_s,policy_step,substep,physics_step,raw_action,processed_action_rad,processed_action_deg,joint_pos_target_rad,joint_pos_target_deg,joint_pos_target_vel_rad_s,joint_pos_target_vel_deg_s,actuator_force_pre_nm,actuator_force_post_nm,qfrc_actuator_pre_nm,qfrc_actuator_post_nm,cylinder_q_pre_rad,cylinder_q_pre_deg,cylinder_q_post_rad,cylinder_q_post_deg,cylinder_qd_pre_rad_s,cylinder_qd_pre_deg_s,cylinder_qd_post_rad_s,cylinder_qd_post_deg_s,tracking_error_pre_rad,tracking_error_pre_deg,tracking_error_post_rad,tracking_error_post_deg,reward,done
1.760000,88,0,88,-0.12123990,0.05480746,3.140236,0.06284380,3.600684,-0.00242740,-0.139080,0.25350806,0.24953113,0.25350806,0.24953113,0.04628384,2.651869,0.04649103,2.663740,0.01036473,0.593855,0.01027760,0.588863,0.01655996,0.948816,0.01635277,0.936945,0.07741171,0
1.780000,89,0,89,-0.12137261,0.05475799,3.137402,0.06279433,3.597850,-0.00247359,-0.141726,0.24953113,0.24564306,0.24953113,0.24564306,0.04649103,2.663740,0.04669550,2.675455,0.01027760,0.588863,0.01013091,0.580459,0.01630330,0.934110,0.01609883,0.922395,0.07739229,0
1.800000,90,0,90,-0.12150577,0.05470836,3.134558,0.06274469,3.595006,-0.00248179,-0.142196,0.24564306,0.24186134,0.24564306,0.24186134,0.04669550,2.675455,0.04689620,2.686955,0.01013091,0.580459,0.00993576,0.569277,0.01604919,0.919551,0.01584849,0.908051,0.07737269,0
1.820000,91,0,91,-0.12164139,0.05465781,3.131662,0.06269415,3.592110,-0.00252724,-0.144800,0.24186134,0.23820435,0.24186134,0.23820435,0.04689620,2.686955,0.04709203,2.698174,0.00993576,0.569277,0.00967972,0.554607,0.01579794,0.905155,0.01560212,0.893936,0.07735305,0
1.840000,92,0,92,-0.12177455,0.05460817,3.128818,0.06264451,3.589266,-0.00248179,-0.142196,0.23820435,0.23469734,0.23820435,0.23469734,0.04709203,2.698174,0.04728198,2.709058,0.00967972,0.554607,0.00938202,0.537550,0.01555248,0.891092,0.01536253,0.880208,0.07733356,0
1.860000,93,0,93,-0.12190516,0.05455948,3.126028,0.06259582,3.586476,-0.00243448,-0.139485,0.23469734,0.23134723,0.23469734,0.23134723,0.04728198,2.709058,0.04746533,2.719563,0.00938202,0.537550,0.00904775,0.518398,0.01531385,0.877419,0.01513049,0.866913,0.07731434,0
1.880000,94,0,94,-0.12203583,0.05451078,3.123237,0.06254712,3.583686,-0.00243522,-0.139528,0.23134723,0.22816874,0.23134723,0.22816874,0.04746533,2.719563,0.04764116,2.729637,0.00904775,0.518398,0.00866181,0.496285,0.01508179,0.864123,0.01490596,0.854049,0.07729548,0
1.900000,95,0,95,-0.12216144,0.05446396,3.120555,0.06250030,3.581003,-0.00234097,-0.134128,0.22816874,0.22517791,0.22816874,0.22517791,0.04764116,2.729637,0.04780878,2.739241,0.00866181,0.496285,0.00824903,0.472635,0.01485914,0.851366,0.01469152,0.841762,0.07727709,0
1.920000,96,0,96,-0.12228654,0.05441733,3.117883,0.06245366,3.578331,-0.00233166,-0.133594,0.22517791,0.22236905,0.22517791,0.22236905,0.04780878,2.739241,0.04796752,2.748336,0.00824903,0.472635,0.00779883,0.446840,0.01464489,0.839090,0.01448615,0.829995,0.07725923,0
1.940000,97,0,97,-0.12239957,0.05437519,3.115469,0.06241153,3.575917,-0.00210665,-0.120702,0.22236905,0.21978948,0.22236905,0.21978948,0.04796752,2.748336,0.04811697,2.756899,0.00779883,0.446840,0.00733860,0.420471,0.01444402,0.827581,0.01429456,0.819018,0.07724198,0
1.960000,98,0,98,-0.12251540,0.05433201,3.112995,0.06236835,3.573443,-0.00215899,-0.123701,0.21978948,0.21738675,0.21978948,0.21738675,0.04811697,2.756899,0.04825657,2.764898,0.00733860,0.420471,0.00684189,0.392011,0.01425138,0.816544,0.01411178,0.808545,0.07722533,0
1.980000,99,0,99,-0.12261714,0.05429409,3.110822,0.06233043,3.571270,-0.00189617,-0.108643,0.21738675,0.21523309,0.21738675,0.21523309,0.04825657,2.764898,0.04838612,2.772320,0.00684189,0.392011,0.00633953,0.363228,0.01407386,0.806373,0.01394431,0.798950,0.07720936,0
2.000000,100,0,100,-0.12271342,0.05425820,3.108766,0.06229454,3.569214,-0.00179447,-0.102816,0.21523309,0.21329367,0.21523309,0.21329367,0.04838612,2.772320,0.04850529,2.779148,0.00633953,0.363228,0.00582041,0.333485,0.01390842,0.796894,0.01378925,0.790066,0.07719409,0
2.020000,101,0,101,-0.12280374,0.05422454,3.106837,0.06226087,3.567285,-0.00168327,-0.096444,0.21329367,0.21156617,0.21329367,0.21156617,0.04850529,2.779148,0.04861391,2.785372,0.00582041,0.333485,0.00529252,0.303239,0.01375558,0.788137,0.01364696,0.781913,0.07717951,0
2.040000,102,0,102,-0.12289045,0.05419222,3.104985,0.06222855,3.565433,-0.00161603,-0.092592,0.21156617,0.21004707,0.21156617,0.21004707,0.04861391,2.785372,0.04871168,2.790974,0.00529252,0.303239,0.00475027,0.272171,0.01361464,0.780061,0.01351687,0.774460,0.07716562,0
2.060000,103,0,103,-0.12297048,0.05416238,3.103276,0.06219872,3.563724,-0.00149161,-0.085463,0.21004707,0.20874110,0.21004707,0.20874110,0.04871168,2.790974,0.04879854,2.795950,0.00475027,0.272171,0.00420787,0.241093,0.01348704,0.772751,0.01340018,0.767774,0.07715244,0
2.080000,104,0,104,-0.12303865,0.05413697,3.101820,0.06217331,3.562268,-0.00127051,-0.072795,0.20874110,0.20767649,0.20874110,0.20767649,0.04879854,2.795950,0.04887452,2.800304,0.00420787,0.241093,0.00366728,0.210120,0.01337477,0.766318,0.01329879,0.761964,0.07713997,0
2.100000,105,0,105,-0.12309881,0.05411455,3.100535,0.06215088,3.560983,-0.00112131,-0.064246,0.20767649,0.20682099,0.20767649,0.20682099,0.04887452,2.800304,0.04893977,2.804042,0.00366728,0.210120,0.00313550,0.179651,0.01327636,0.760679,0.01321112,0.756941,0.07712822,0
2.120000,106,0,106,-0.12315471,0.05409371,3.099341,0.06213005,3.559789,-0.00104196,-0.059700,0.20682099,0.20616479,0.20682099,0.20616479,0.04893977,2.804042,0.04899430,2.807167,0.00313550,0.179651,0.00260006,0.148972,0.01319028,0.755747,0.01313575,0.752623,0.07711712,0
2.140000,107,0,107,-0.12320141,0.05407630,3.098344,0.06211264,3.558792,-0.00087023,-0.049860,0.20616479,0.20571564,0.20616479,0.20571564,0.04899430,2.807167,0.04903829,2.809687,0.00260006,0.148972,0.00207951,0.119147,0.01311834,0.751626,0.01307435,0.749105,0.07710671,0
2.160000,108,0,108,-0.12323992,0.05406195,3.097522,0.06209829,3.557970,-0.00071768,-0.041120,0.20571564,0.20546252,0.20571564,0.20546252,0.04903829,2.809687,0.04907205,2.811622,0.00207951,0.119147,0.00157389,0.090178,0.01305999,0.748282,0.01302623,0.746348,0.07709699,0
2.180000,109,0,109,-0.12327156,0.05405015,3.096846,0.06208649,3.557294,-0.00058971,-0.033788,0.20546252,0.20539920,0.20546252,0.20539920,0.04907205,2.811622,0.04909583,2.812984,0.00157389,0.090178,0.00107771,0.061749,0.01301444,0.745672,0.01299066,0.744310,0.07708795,0
2.200000,110,0,110,-0.12329128,0.05404280,3.096424,0.06207914,3.556873,-0.00036769,-0.021067,0.20539920,0.20552658,0.20539920,0.20552658,0.04909583,2.812984,0.04911006,2.813799,0.00107771,0.061749,0.00061278,0.035109,0.01298331,0.743889,0.01296908,0.743073,0.07707956,0
2.220000,111,0,111,-0.12330795,0.05403659,3.096069,0.06207293,3.556517,-0.00031050,-0.017791,0.20552658,0.20581183,0.20552658,0.20581183,0.04911006,2.813799,0.04911511,2.814088,0.00061278,0.035109,0.00015407,0.008828,0.01296287,0.742718,0.01295782,0.742429,0.07707183,0
2.240000,112,0,112,-0.12331665,0.05403335,3.095883,0.06206968,3.556331,-0.00016224,-0.009295,0.20581183,0.20626529,0.20581183,0.20626529,0.04911511,2.814088,0.04911125,2.813867,0.00015407,0.008828,-0.00028445,-0.016298,0.01295458,0.742243,0.01295843,0.742464,0.07706475,0
2.260000,113,0,113,-0.12331784,0.05403290,3.095857,0.06206924,3.556306,-0.00002217,-0.001270,0.20626529,0.20686942,0.20626529,0.20686942,0.04911125,2.813867,0.04909900,2.813166,-0.00028445,-0.016298,-0.00069604,-0.039880,0.01295799,0.742438,0.01297024,0.743140,0.07705830,0
2.280000,114,0,114,-0.12331283,0.05403477,3.095964,0.06207111,3.556412,0.00009332,0.005347,0.20686942,0.20761983,0.20686942,0.20761983,0.04909900,2.813166,0.04907878,2.812007,-0.00069604,-0.039880,-0.00109071,-0.062493,0.01297211,0.743247,0.01299232,0.744405,0.07705248,0
2.300000,115,0,115,-0.12330612,0.05403727,3.096108,0.06207361,3.556556,0.00012517,0.007172,0.20761983,0.20848098,0.20761983,0.20848098,0.04907878,2.812007,0.04905096,2.810413,-0.00109071,-0.062493,-0.00146524,-0.083952,0.01299483,0.744549,0.01302265,0.746143,0.07704730,0
2.320000,116,0,116,-0.12329160,0.05404269,3.096418,0.06207902,3.556866,0.00027064,0.015507,0.20848098,0.20946836,0.20848098,0.20946836,0.04905096,2.810413,0.04901610,2.808416,-0.00146524,-0.083952,-0.00180842,-0.103615,0.01302807,0.746453,0.01306292,0.748450,0.07704273,0
2.340000,117,0,117,-0.12327111,0.05405032,3.096855,0.06208666,3.557304,0.00038184,0.021878,0.20946836,0.21056107,0.20946836,0.21056107,0.04901610,2.808416,0.04897483,2.806051,-0.00180842,-0.103615,-0.00212001,-0.121468,0.01307056,0.748888,0.01311183,0.751253,0.07703877,0
2.360000,118,0,118,-0.12324309,0.05406077,3.097454,0.06209711,3.557902,0.00052229,0.029925,0.21056107,0.21176285,0.21056107,0.21176285,0.04897483,2.806051,0.04892778,2.803356,-0.00212001,-0.121468,-0.00240464,-0.137776,0.01312228,0.751851,0.01316932,0.754547,0.07703543,0
2.380000,119,0,119,-0.12320983,0.05407317,3.098164,0.06210950,3.558612,0.00061989,0.035517,0.21176285,0.21304448,0.21176285,0.21304448,0.04892778,2.803356,0.04887551,2.800360,-0.00240464,-0.137776,-0.00265533,-0.152139,0.01318172,0.755257,0.01323399,0.758252,0.07703270,0
2.400000,120,0,120,-0.12317827,0.05408493,3.098838,0.06212126,3.559286,0.00058804,0.033692,0.21304448,0.21439032,0.21304448,0.21439032,0.04887551,2.800360,0.04881832,2.797083,-0.00265533,-0.152139,-0.00290212,-0.166279,0.01324575,0.758926,0.01330295,0.762203,0.07703057,0
2.420000,121,0,121,-0.12314160,0.05409860,3.099621,0.06213494,3.560070,0.00068359,0.039167,0.21439032,0.21580431,0.21439032,0.21580431,0.04881832,2.797083,0.04875666,2.793551,-0.00290212,-0.166279,-0.00311626,-0.178548,0.01331662,0.762986,0.01337827,0.766519,0.07702901,0
2.440000,122,0,122,-0.12310254,0.05411316,3.100456,0.06214949,3.560904,0.00072792,0.041707,0.21580431,0.21726203,0.21580431,0.21726203,0.04875666,2.793551,0.04869119,2.789800,-0.00311626,-0.178548,-0.00329969,-0.189059,0.01339283,0.767353,0.01345830,0.771104,0.07702803,0
2.460000,123,0,123,-0.12306169,0.05412839,3.101328,0.06216472,3.561776,0.00076145,0.043628,0.21726203,0.21875389,0.21726203,0.21875389,0.04869119,2.789800,0.04862249,2.785864,-0.00329969,-0.189059,-0.00345561,-0.197992,0.01347353,0.771976,0.01354223,0.775913,0.07702763,0
2.480000,124,0,124,-0.12301619,0.05414535,3.102300,0.06218169,3.562748,0.00084806,0.048590,0.21875389,0.22028711,0.21875389,0.22028711,0.04862249,2.785864,0.04855108,2.781772,-0.00345561,-0.197992,-0.00358267,-0.205272,0.01355919,0.776884,0.01363060,0.780976,0.07702777,0
2.500000,125,0,125,-0.12296684,0.05416374,3.103354,0.06220008,3.563802,0.00091959,0.052689,0.22028711,0.22184582,0.22028711,0.22184582,0.04855108,2.781772,0.04847761,2.777562,-0.00358267,-0.205272,-0.00368000,-0.210848,0.01364899,0.782030,0.01372247,0.786240,0.07702843,0
2.520000,126,0,126,-0.12291964,0.05418133,3.104362,0.06221767,3.564810,0.00087973,0.050405,0.22184582,0.22340937,0.22184582,0.22340937,0.04847761,2.777562,0.04840237,2.773252,-0.00368000,-0.210848,-0.00376690,-0.215827,0.01374006,0.787248,0.01381530,0.791558,0.07702961,0
2.540000,127,0,127,-0.12287157,0.05419925,3.105388,0.06223559,3.565837,0.00089593,0.051333,0.22340937,0.22496609,0.22340937,0.22496609,0.04840237,2.773252,0.04832586,2.768868,-0.00376690,-0.215827,-0.00382202,-0.218986,0.01383322,0.792585,0.01390973,0.796969,0.07703127,0
2.560000,128,0,128,-0.12282341,0.05421720,3.106417,0.06225354,3.566865,0.00089761,0.051429,0.22496609,0.22651972,0.22496609,0.22651972,0.04832586,2.768868,0.04824854,2.764438,-0.00382202,-0.218986,-0.00386083,-0.221209,0.01392768,0.797997,0.01400500,0.802427,0.07703337,0
2.580000,129,0,129,-0.12277088,0.05423678,3.107539,0.06227312,3.567987,0.00097901,0.056093,0.22651972,0.22808079,0.22651972,0.22808079,0.04824854,2.764438,0.04817089,2.759989,-0.00386083,-0.221209,-0.00387623,-0.222092,0.01402458,0.803549,0.01410223,0.807998,0.07703588,0
2.600000,130,0,130,-0.12272734,0.05425301,3.108469,0.06228935,3.568917,0.00081137,0.046488,0.22808079,0.22956093,0.22808079,0.22956093,0.04817089,2.759989,0.04809328,2.755542,-0.00387623,-0.222092,-0.00386486,-0.221440,0.01411846,0.808928,0.01419607,0.813375,0.07703877,0
2.620000,131,0,131,-0.12267779,0.05427149,3.109527,0.06230782,3.569975,0.00092369,0.052923,0.22956093,0.23105095,0.22956093,0.23105095,0.04809328,2.755542,0.04801614,2.751122,-0.00386486,-0.221440,-0.00383547,-0.219756,0.01421454,0.814433,0.01429168,0.818853,0.07704201,0
2.640000,132,0,132,-0.12262650,0.05429060,3.110622,0.06232694,3.571071,0.00095591,0.054770,0.23105095,0.23250760,0.23105095,0.23250760,0.04801614,2.751122,0.04794004,2.746762,-0.00383547,-0.219756,-0.00377923,-0.216534,0.01431080,0.819948,0.01438690,0.824309,0.07704554,0
2.660000,133,0,133,-0.12257905,0.05430829,3.111636,0.06234463,3.572084,0.00088420,0.050661,0.23250760,0.23391342,0.23250760,0.23391342,0.04794004,2.746762,0.04786522,2.742475,-0.00377923,-0.216534,-0.00371545,-0.212879,0.01440459,0.825322,0.01447941,0.829609,0.07704931,0
2.680000,134,0,134,-0.12253097,0.05432621,3.112663,0.06236255,3.573111,0.00089630,0.051354,0.23391342,0.23527721,0.23391342,0.23527721,0.04786522,2.742475,0.04779198,2.738279,-0.00371545,-0.212879,-0.00363112,-0.208048,0.01449733,0.830636,0.01457058,0.834832,0.07705332,0
2.700000,135,0,135,-0.12248693,0.05434263,3.113603,0.06237897,3.574051,0.00082068,0.047022,0.23527721,0.23657428,0.23527721,0.23657428,0.04779198,2.738279,0.04772064,2.734191,-0.00363112,-0.208048,-0.00353451,-0.202512,0.01458699,0.835773,0.01465832,0.839860,0.07705749,0
2.720000,136,0,136,-0.12244213,0.05435933,3.114560,0.06239567,3.575008,0.00083502,0.047843,0.23657428,0.23783286,0.23657428,0.23783286,0.04772064,2.734191,0.04765140,2.730224,-0.00353451,-0.202512,-0.00342836,-0.196431,0.01467502,0.840817,0.01474426,0.844784,0.07706179,0
2.740000,137,0,137,-0.12239918,0.05437534,3.115477,0.06241167,3.575925,0.00080038,0.045858,0.23783286,0.23902161,0.23783286,0.23902161,0.04765140,2.730224,0.04758456,2.726395,-0.00342836,-0.196431,-0.00330172,-0.189175,0.01476027,0.845701,0.01482711,0.849531,0.07706617,0
2.760000,138,0,138,-0.12236354,0.05438862,3.116239,0.06242496,3.576687,0.00066441,0.038068,0.23902161,0.24013150,0.23902161,0.24013150,0.04758456,2.726395,0.04752027,2.722711,-0.00330172,-0.189175,-0.00317987,-0.182193,0.01484040,0.850292,0.01490469,0.853976,0.07707059,0
2.780000,139,0,139,-0.12232479,0.05440307,3.117066,0.06243940,3.577514,0.00072215,0.041376,0.24013150,0.24119458,0.24013150,0.24119458,0.04752027,2.722711,0.04745872,2.719185,-0.00317987,-0.182193,-0.00303685,-0.173999,0.01491914,0.854804,0.01498068,0.858330,0.07707500,0
2.800000,140,0,140,-0.12228896,0.05441642,3.117831,0.06245276,3.578280,0.00066776,0.038260,0.24119458,0.24218184,0.24119458,0.24218184,0.04745872,2.719185,0.04740020,2.715832,-0.00303685,-0.173999,-0.00288337,-0.165205,0.01499404,0.859095,0.01505256,0.862448,0.07707937,0
2.820000,141,0,141,-0.12225869,0.05442771,3.118478,0.06246404,3.578926,0.00056420,0.032326,0.24218184,0.24309833,0.24218184,0.24309833,0.04740020,2.715832,0.04734466,2.712649,-0.00288337,-0.165205,-0.00273937,-0.156955,0.01506384,0.863095,0.01511938,0.866277,0.07708364,0
2.840000,142,0,142,-0.12222427,0.05444054,3.119213,0.06247687,3.579661,0.00064149,0.036755,0.24309833,0.24396293,0.24309833,0.24396293,0.04734466,2.712649,0.04729236,2.709652,-0.00273937,-0.156955,-0.00257066,-0.147288,0.01513221,0.867012,0.01518452,0.870009,0.07708780,0
2.860000,143,0,143,-0.12220211,0.05444879,3.119686,0.06248513,3.580134,0.00041295,0.023660,0.24396293,0.24472739,0.24396293,0.24472739,0.04729236,2.709652,0.04724314,2.706833,-0.00257066,-0.147288,-0.00242335,-0.138848,0.01519278,0.870482,0.01524199,0.873302,0.07709179,0
2.880000,144,0,144,-0.12217645,0.05445836,3.120234,0.06249470,3.580682,0.00047833,0.027406,0.24472739,0.24544568,0.24472739,0.24544568,0.04724314,2.706833,0.04719711,2.704195,-0.00242335,-0.138848,-0.00225983,-0.129479,0.01525155,0.873850,0.01529759,0.876487,0.07709561,0
2.900000,145,0,145,-0.12215376,0.05446682,3.120719,0.06250316,3.581167,0.00042301,0.024236,0.24544568,0.24608800,0.24544568,0.24608800,0.04719711,2.704195,0.04715444,2.701750,-0.00225983,-0.129479,-0.00209138,-0.119827,0.01530605,0.876972,0.01534872,0.879417,0.07709920,0
2.920000,146,0,146,-0.12213467,0.05447393,3.121126,0.06251027,3.581574,0.00035539,0.020363,0.24608800,0.24666286,0.24608800,0.24666286,0.04715444,2.701750,0.04711506,2.699494,-0.00209138,-0.119827,-0.00192937,-0.110545,0.01535583,0.879824,0.01539521,0.882080,0.07710256,0
2.940000,147,0,147,-0.12211454,0.05448144,3.121557,0.06251778,3.582005,0.00037551,0.021515,0.24666286,0.24717765,0.24666286,0.24717765,0.04711506,2.699494,0.04707910,2.697434,-0.00192937,-0.110545,-0.00175518,-0.100564,0.01540272,0.882511,0.01543868,0.884571,0.07710566,0
2.960000,148,0,148,-0.12209945,0.05448706,3.121879,0.06252339,3.582327,0.00028089,0.016094,0.24717765,0.24762392,0.24717765,0.24762392,0.04707910,2.697434,0.04704644,2.695563,-0.00175518,-0.100564,-0.00159494,-0.091384,0.01544430,0.884893,0.01547695,0.886764,0.07710849,0
2.980000,149,0,149,-0.12208606,0.05449205,3.122165,0.06252839,3.582613,0.00024959,0.014301,0.24762392,0.24801123,0.24762392,0.24801123,0.04704644,2.695563,0.04701697,2.693874,-0.00159494,-0.091384,-0.00143631,-0.082294,0.01548195,0.887050,0.01551142,0.888739,0.07711104,0
3.000000,150,0,150,-0.12207729,0.05449532,3.122352,0.06253166,3.582800,0.00016391,0.009392,0.24801123,0.24833246,0.24801123,0.24833246,0.04701697,2.693874,0.04699054,2.692360,-0.00143631,-0.082294,-0.00128714,-0.073748,0.01551470,0.888927,0.01554113,0.890441,0.07711327,0
3.020000,151,0,151,-0.12206692,0.05449919,3.122574,0.06253552,3.583022,0.00019297,0.011056,0.24833246,0.24859884,0.24833246,0.24859884,0.04699054,2.692360,0.04696729,2.691028,-0.00128714,-0.073748,-0.00112454,-0.064431,0.01554498,0.890662,0.01556823,0.891994,0.07711520,0
3.040000,152,0,152,-0.12206061,0.05450154,3.122708,0.06253788,3.583157,0.00011772,0.006745,0.24859884,0.24881038,0.24859884,0.24881038,0.04696729,2.691028,0.04694707,2.689869,-0.00112454,-0.064431,-0.00097898,-0.056091,0.01557059,0.892129,0.01559081,0.893288,0.07711681,0
3.060000,153,0,153,-0.12205792,0.05450254,3.122766,0.06253888,3.583214,0.00004992,0.002860,0.24881038,0.24896626,0.24881038,0.24896626,0.04694707,2.689869,0.04692960,2.688868,-0.00097898,-0.056091,-0.00084296,-0.048298,0.01559181,0.893345,0.01560928,0.894346,0.07711812,0
3.080000,154,0,154,-0.12205470,0.05450374,3.122834,0.06254008,3.583283,0.00006035,0.003458,0.24896626,0.24908122,0.24896626,0.24908122,0.04692960,2.688868,0.04691489,2.688025,-0.00084296,-0.048298,-0.00070649,-0.040479,0.01561049,0.894415,0.01562520,0.895258,0.07711910,0
3.100000,155,0,155,-0.12205212,0.05450470,3.122889,0.06254104,3.583338,0.00004768,0.002732,0.24908122,0.24915104,0.24908122,0.24915104,0.04691489,2.688025,0.04690288,2.687337,-0.00070649,-0.040479,-0.00057186,-0.032765,0.01562615,0.895313,0.01563816,0.896000,0.07711977,0
3.120000,156,0,156,-0.12205563,0.05450340,3.122815,0.06253973,3.583263,-0.00006519,-0.003735,0.24915104,0.24916835,0.24915104,0.24916835,0.04690288,2.687337,0.04689325,2.686786,-0.00057186,-0.032765,-0.00045828,-0.026257,0.01563685,0.895926,0.01564648,0.896477,0.07712013,0
3.140000,157,0,157,-0.12206221,0.05450094,3.122674,0.06253728,3.583122,-0.00012256,-0.007022,0.24916835,0.24914375,0.24916835,0.24914375,0.04689325,2.686786,0.04688575,2.686356,-0.00045828,-0.026257,-0.00035466,-0.020320,0.01564403,0.896337,0.01565153,0.896767,0.07712018,0
3.160000,158,0,158,-0.12206797,0.05449880,3.122551,0.06253514,3.582999,-0.00010729,-0.006147,0.24914375,0.24909140,0.24914375,0.24909140,0.04688575,2.686356,0.04688032,2.686044,-0.00035466,-0.020320,-0.00025123,-0.014395,0.01564939,0.896644,0.01565482,0.896955,0.07711994,0
3.180000,159,0,159,-0.12207413,0.05449650,3.122419,0.06253284,3.582868,-0.00011474,-0.006574,0.24909140,0.24901672,0.24909140,0.24901672,0.04688032,2.686044,0.04687681,2.685843,-0.00025123,-0.014395,-0.00015839,-0.009075,0.01565253,0.896824,0.01565603,0.897025,0.07711940,0
3.200000,160,0,160,-0.12208197,0.05449358,3.122252,0.06252992,3.582701,-0.00014603,-0.008367,0.24901672,0.24890503,0.24901672,0.24890503,0.04687681,2.685843,0.04687509,2.685745,-0.00015839,-0.009075,-0.00006694,-0.003835,0.01565311,0.896857,0.01565483,0.896956,0.07711861,0
3.220000,161,0,161,-0.12208892,0.05449099,3.122104,0.06252733,3.582552,-0.00012964,-0.007428,0.24890503,0.24877679,0.24890503,0.24877679,0.04687509,2.685745,0.04687515,2.685748,-0.00006694,-0.003835,0.00001812,0.001038,0.01565224,0.896807,0.01565218,0.896804,0.07711755,0
3.240000,162,0,162,-0.12209655,0.05448814,3.121941,0.06252448,3.582389,-0.00014231,-0.008154,0.24877679,0.24863565,0.24877679,0.24863565,0.04687515,2.685748,0.04687670,2.685837,0.00001812,0.001038,0.00008853,0.005072,0.01564933,0.896641,0.01564778,0.896552,0.07711627,0
3.260000,163,0,163,-0.12210598,0.05448463,3.121739,0.06252097,3.582187,-0.00017583,-0.010075,0.24863565,0.24846114,0.24863565,0.24846114,0.04687670,2.685837,0.04687963,2.686005,0.00008853,0.005072,0.00015982,0.009157,0.01564426,0.896350,0.01564134,0.896183,0.07711474,0
3.280000,164,0,164,-0.12211691,0.05448056,3.121506,0.06251690,3.581954,-0.00020340,-0.011654,0.24846114,0.24828042,0.24846114,0.24828042,0.04687963,2.686005,0.04688370,2.686238,0.00015982,0.009157,0.00021057,0.012065,0.01563727,0.895949,0.01563320,0.895716,0.07711300,0
3.300000,165,0,165,-0.12213051,0.05447549,3.121215,0.06251182,3.581664,-0.00025369,-0.014535,0.24828042,0.24808247,0.24828042,0.24808247,0.04688370,2.686238,0.04688860,2.686519,0.00021057,0.012065,0.00024946,0.014293,0.01562813,0.895426,0.01562322,0.895145,0.07711107,0
3.320000,166,0,166,-0.12214416,0.05447039,3.120924,0.06250674,3.581372,-0.00025444,-0.014578,0.24808247,0.24787600,0.24808247,0.24787600,0.04688860,2.686519,0.04689422,2.686841,0.00024946,0.014293,0.00028530,0.016347,0.01561813,0.894853,0.01561252,0.894531,0.07710895,0
3.340000,167,0,167,-0.12215518,0.05446629,3.120688,0.06250262,3.581136,-0.00020564,-0.011782,0.24787600,0.24767843,0.24787600,0.24767843,0.04689422,2.686841,0.04690051,2.687202,0.00028530,0.016347,0.00031706,0.018166,0.01560840,0.894296,0.01560211,0.893935,0.07710666,0
3.360000,168,0,168,-0.12216959,0.05446092,3.120381,0.06249725,3.580829,-0.00026841,-0.015379,0.24767843,0.24746470,0.24767843,0.24746470,0.04690051,2.687202,0.04690729,2.687590,0.00031706,0.018166,0.00033747,0.019335,0.01559674,0.893627,0.01558996,0.893239,0.07710424,0
3.380000,169,0,169,-0.12218131,0.05445655,3.120130,0.06249288,3.580579,-0.00021849,-0.012518,0.24746470,0.24726036,0.24746470,0.24726036,0.04690729,2.687590,0.04691445,2.688000,0.00033747,0.019335,0.00035840,0.020535,0.01558559,0.892989,0.01557844,0.892579,0.07710169,0
3.400000,170,0,170,-0.12219609,0.05445104,3.119815,0.06248738,3.580263,-0.00027530,-0.015773,0.24726036,0.24705286,0.24726036,0.24705286,0.04691445,2.688000,0.04692176,2.688419,0.00035840,0.020535,0.00036208,0.020745,0.01557293,0.892263,0.01556562,0.891844,0.07709900,0
3.420000,171,0,171,-0.12221085,0.05444553,3.119499,0.06248187,3.579948,-0.00027530,-0.015773,0.24705286,0.24684952,0.24705286,0.24684952,0.04692176,2.688419,0.04692911,2.688840,0.00036208,0.020745,0.00036121,0.020696,0.01556011,0.891529,0.01555277,0.891108,0.07709623,0
3.440000,172,0,172,-0.12222321,0.05444093,3.119236,0.06247727,3.579684,-0.00023022,-0.013191,0.24684952,0.24666291,0.24684952,0.24666291,0.04692911,2.688840,0.04693636,2.689256,0.00036121,0.020696,0.00035925,0.020584,0.01554816,0.890844,0.01554091,0.890428,0.07709335,0
3.460000,173,0,173,-0.12223416,0.05443685,3.119002,0.06247319,3.579450,-0.00020415,-0.011697,0.24666291,0.24649133,0.24666291,0.24649133,0.04693636,2.689256,0.04694351,2.689665,0.00035925,0.020584,0.00035247,0.020195,0.01553682,0.890194,0.01552968,0.889785,0.07709042,0
3.480000,174,0,174,-0.12224352,0.05443336,3.118802,0.06246969,3.579250,-0.00017453,-0.010000,0.24649133,0.24633689,0.24649133,0.24633689,0.04694351,2.689665,0.04695046,2.690063,0.00035247,0.020195,0.00034096,0.019536,0.01552619,0.889585,0.01551923,0.889186,0.07708742,0
3.500000,175,0,175,-0.12225663,0.05442847,3.118522,0.06246481,3.578970,-0.00024419,-0.013991,0.24633689,0.24617688,0.24633689,0.24617688,0.04695046,2.690063,0.04695705,2.690441,0.00034096,0.019536,0.00031899,0.018277,0.01551435,0.888907,0.01550777,0.888529,0.07708440,0
3.520000,176,0,176,-0.12227052,0.05442329,3.118225,0.06245963,3.578673,-0.00025891,-0.014834,0.24617688,0.24603719,0.24617688,0.24603719,0.04695705,2.690441,0.04696296,2.690779,0.00031899,0.018277,0.00028283,0.016205,0.01550259,0.888233,0.01549667,0.887894,0.07708132,0
